OffspringNUM;Sexo;Morph;nacimiento;year;Nido;Ring;location_1;location_9sites;location_3sites;location_4sites;age;breeding;success;SEX01;MORPH01;prod;prodBIRTHyr;wind;windBIRTHyr;ala;X9ala;Cola;Tarso;Peso;Moscas;edad_dias;layingJULIANnest;Dist;avgAGE;deltaAGE;Metal
0;H;B;2016;2021;EN-33-21;BLN4;EN;EN;norte;norte;5;NO;0;0;0;1.05;2.11;-0.074727389;-2.954813904;236;163;123;36.04;510;6;36.96;13;2207.33;4.5;0.5;EF_dUEsxiWS
2;M;B;2016;2019;ECE-13-19;BP6;ECE;ECE;cald;norte;3;SI;1;1;0;1.98;2.11;-1.910949707;-2.954813904;176;111;75;34.04;372.5;5;27.22;24;74.67;3;0;EF_s2t54c8c
2;M;N;2016;2023;ECI-10-23;BP9;ECI;ECI;cald;norte;7;SI;1;1;1;NA;2.11;NA;-2.954813904;184;112;79;34.89;445;2;28.52;18;994.51;7;0;EF_S5dmXvD4
1;H;B;2016;2019;EFS-7-19;BlPF;EFS;EFS;cald;norte;3;SI;1;0;0;1.98;2.11;-1.910949707;-2.954813904;228;145;107;37.08;510;0;35.67;16;546.52;4.25;-1.25;EF_mLLS8rin
0;H;B;2016;2020;EFS-2-20;BlPF;EFS;EFS;cald;norte;4;NO;0;0;0;1.83;2.11;-1.075666206;-2.954813904;228;145;107;37.08;510;0;35.67;16;546.52;4.25;-0.25;EF_mLLS8rin
1;H;B;2016;2021;EFS-2-21;BPF;EFS;EFS;cald;norte;5;SI;1;0;0;1.05;2.11;-0.074727389;-2.954813904;228;145;107;37.08;510;0;35.67;16;546.52;4.25;0.75;EF_mLLS8rin
2;H;B;2016;2021;EFS-8-21;BlPF;EFS;EFS;cald;norte;5;SI;1;0;0;1.05;2.11;-0.074727389;-2.954813904;228;145;107;37.08;510;0;35.67;16;546.52;4.25;0.75;EF_mLLS8rin
3;H;B;2016;2020;EL-6-20;BLPM;EL;EL;rapalobos;norte;4;SI;1;0;0;1.83;2.11;-1.075666206;-2.954813904;207;122;96;36.57;465;2;32.26;19;843.93;5.5;-1.5;EF_f7kBa53T
1;H;B;2016;2021;EL-5-21;BLPM;EL;EL;rapalobos;norte;5;SI;1;0;0;1.05;2.11;-0.074727389;-2.954813904;207;122;96;36.57;465;2;32.26;19;843.93;5.5;-0.5;EF_f7kBa53T
1;H;B;2016;2022;EL-7-22;BlPM;EL;EL;rapalobos;norte;6;SI;1;0;0;1.17;2.11;0.251126434;-2.954813904;207;122;96;36.57;465;2;32.26;19;843.93;5.5;0.5;EF_f7kBa53T
1;H;B;2016;2023;EL-5-23;BLPM;EL;EL;rapalobos;norte;7;SI;1;0;0;NA;2.11;NA;-2.954813904;207;122;96;36.57;465;2;32.26;19;843.93;5.5;1.5;EF_f7kBa53T
0;M;B;2016;2019;EL-12-19;AzT9;EL;EL;rapalobos;norte;3;NO;0;1;0;1.98;2.11;-1.910949707;-2.954813904;193;114;87;35.77;430;1;29.98;23;1203.96;5;-2;EF_7x8B46n4
2;H;B;2016;2020;EL-12-20;AT9;EL;EL;rapalobos;norte;4;SI;1;0;0;1.83;2.11;-1.075666206;-2.954813904;193;114;87;35.77;430;1;29.98;23;1203.96;5;-1;EF_7x8B46n4
2;H;B;2016;2021;EL-11-21;AT9;EL;EL;rapalobos;norte;5;SI;1;0;0;1.05;2.11;-0.074727389;-2.954813904;193;114;87;35.77;430;1;29.98;23;1203.96;5;0;EF_7x8B46n4
1;H;B;2016;2022;EL-12-22;AT9;EL;EL;rapalobos;norte;6;SI;1;0;0;1.17;2.11;0.251126434;-2.954813904;193;114;87;35.77;430;1;29.98;23;1203.96;5;1;EF_7x8B46n4
0;H;B;2016;2023;EL-10-23;AT9;EL;EL;rapalobos;norte;7;NO;0;0;0;NA;2.11;NA;-2.954813904;193;114;87;35.77;430;1;29.98;23;1203.96;5;2;EF_7x8B46n4
2;M;B;2016;2019;ER-13-19;ATA;ER;ER;rapalobos;norte;3;SI;1;1;0;1.98;2.11;-1.910949707;-2.954813904;170;96;66;35.71;367.5;2;26.25;23;183.22;5;-2;EF_CCGXKBPp
1;M;B;2016;2021;ER-12-21;ATA;ER;ER;rapalobos;norte;5;SI;1;1;0;1.05;2.11;-0.074727389;-2.954813904;170;96;66;35.71;367.5;2;26.25;23;183.22;5;0;EF_CCGXKBPp
0;M;B;2016;2023;ER-11-23;ATA;ER;ER;rapalobos;norte;7;NO;0;1;0;NA;2.11;NA;-2.954813904;170;96;66;35.71;367.5;2;26.25;23;183.22;5;2;EF_CCGXKBPp
0;M;B;2016;2019;EL-2-19;ATF;EL;EL;rapalobos;norte;3;NO;0;1;0;1.98;2.11;-1.910949707;-2.954813904;181;111;80;33.83;395;1;28.36;19;558.68;4;-1;EF_Lbejxmg8
1;M;B;2016;2021;EL-2-21;ATF;EL;EL;rapalobos;norte;5;SI;1;1;0;1.05;2.11;-0.074727389;-2.954813904;181;111;80;33.83;395;1;28.36;19;558.68;4;1;EF_Lbejxmg8
1;H;B;2016;2019;EFS-9-19;ATJ;EFS;EFS;cald;norte;3;SI;1;0;0;1.98;2.11;-1.910949707;-2.954813904;188;112;80;35.15;370;4;29.17;22;3290.23;3;0;EF_bf4YA8sr
1;H;B;2016;2019;EA-1-19;ATR;EA;EA;rapalobos;norte;3;SI;1;0;0;1.98;2.11;-1.910949707;-2.954813904;193;109;81;37.83;435;2;29.98;23;471.06;3;0;EF_5vdpdeQy
2;M;B;2016;2019;ECI-17-19;AzU1;ECI;ECI;cald;norte;3;SI;1;1;0;1.98;2.11;-1.910949707;-2.954813904;178;105;74;34.46;410;5;27.55;25;346.28;3;0;EF_KhfwqVDw
1;M;N;2016;2018;ECE-1-18;AU2;ECE;ECE;cald;norte;2;SI;1;1;1;1.53;2.11;-1.85072484;-2.954813904;189;118;89;32.06;437.5;2;29.33;19;410.97;3;-1;EF_ydbo2AC5
2;M;N;2016;2019;ECE-1-19;AU2;ECE;ECE;cald;norte;3;SI;1;1;1;1.98;2.11;-1.910949707;-2.954813904;189;118;89;32.06;437.5;2;29.33;19;410.97;3;0;EF_ydbo2AC5
0;M;N;2016;2020;ECE-10-20;AU2;ECE;ECE;cald;norte;4;NO;0;1;1;1.83;2.11;-1.075666206;-2.954813904;189;118;89;32.06;437.5;2;29.33;19;410.97;3;1;EF_ydbo2AC5
1;M;B;2016;2019;ECE-4-19;AU3;ECE;ECE;cald;norte;3;SI;1;1;0;1.98;2.11;-1.910949707;-2.954813904;220;138;104;34.93;385;0;34.37;19;528.61;4;-1;EF_LG5tVBwT
1;M;B;2016;2021;ECE-16-21;AU3;ECE;ECE;cald;norte;5;SI;1;1;0;1.05;2.11;-0.074727389;-2.954813904;220;138;104;34.93;385;0;34.37;19;528.61;4;1;EF_LG5tVBwT
3;M;B;2016;2020;ER-11-20;AzUA;ER;ER;rapalobos;norte;4;SI;1;1;0;1.83;2.11;-1.075666206;-2.954813904;224;141;110;36.46;410;4;35.16;19;440.42;5.5;-1.5;EF_VAvEu4th
0;M;B;2016;2021;ER-13-21;AUA;ER;ER;rapalobos;norte;5;NO;0;1;0;1.05;2.11;-0.074727389;-2.954813904;224;141;110;36.46;410;4;35.16;19;440.42;5.5;-0.5;EF_VAvEu4th
2;M;B;2016;2022;ER-27-22;AUA;ER;ER;rapalobos;norte;6;SI;1;1;0;1.17;2.11;0.251126434;-2.954813904;224;141;110;36.46;410;4;35.16;19;440.42;5.5;0.5;EF_VAvEu4th
2;M;B;2016;2023;ER-13-23;AUA;ER;ER;rapalobos;norte;7;SI;1;1;0;NA;2.11;NA;-2.954813904;224;141;110;36.46;410;4;35.16;19;440.42;5.5;1.5;EF_VAvEu4th
3;M;N;2016;2019;EL-13-19;AUF;EL;EL;rapalobos;norte;3;SI;1;1;1;1.98;2.11;-1.910949707;-2.954813904;187;114;91;33.8;400;1;29.97;25;644.61;4.5;-1.5;EF_Nu32jfCr
3;M;N;2016;2020;EL-9-20;AzUF;EL;EL;rapalobos;norte;4;SI;1;1;1;1.83;2.11;-1.075666206;-2.954813904;187;114;91;33.8;400;1;29.97;25;644.61;4.5;-0.5;EF_Nu32jfCr
0;M;N;2016;2021;EL-8-21;AUF;EL;EL;rapalobos;norte;5;NO;0;1;1;1.05;2.11;-0.074727389;-2.954813904;187;114;91;33.8;400;1;29.97;25;644.61;4.5;0.5;EF_Nu32jfCr
0;M;N;2016;2022;EL-9-22;AUF;EL;EL;rapalobos;norte;6;NO;0;1;1;1.17;2.11;0.251126434;-2.954813904;187;114;91;33.8;400;1;29.97;25;644.61;4.5;1.5;EF_Nu32jfCr
2;H;B;2016;2019;EN-5-19;AUH;EN;EN;norte;norte;3;SI;1;0;0;1.98;2.11;-1.910949707;-2.954813904;190;115;83;35.35;390;2;29.5;25;2064.99;3;0;EF_n3siCU39
2;H;B;2016;2020;EN-17-20;AzUJ;EN;EN;norte;norte;4;SI;1;0;0;1.83;2.11;-1.075666206;-2.954813904;191;113;85;36.8;460;4;29.66;25;2432.97;5;-1;EF_GoiCTreE
3;H;B;2016;2022;EN-17-22;AUJ;EN;EN;norte;norte;6;SI;1;0;0;1.17;2.11;0.251126434;-2.954813904;191;113;85;36.8;460;4;29.66;25;2432.97;5;1;EF_GoiCTreE
2;M;B;2016;2019;EL-8-19;AUR;EL;EL;rapalobos;norte;3;SI;1;1;0;1.98;2.11;-1.910949707;-2.954813904;172;99;69;33.98;360;7;26.57;24;145.48;4.666666667;-1.666666667;EF_UbcVDH9t
1;M;B;2016;2021;EL-7-21;AUR;EL;EL;rapalobos;norte;5;SI;1;1;0;1.05;2.11;-0.074727389;-2.954813904;172;99;69;33.98;360;7;26.57;24;145.48;4.666666667;0.333333333;EF_UbcVDH9t
0;M;B;2016;2022;EL-8-22;AUR;EL;EL;rapalobos;norte;6;NO;0;1;0;1.17;2.11;0.251126434;-2.954813904;172;99;69;33.98;360;7;26.57;24;145.48;4.666666667;1.333333333;EF_UbcVDH9t
2;H;B;2016;2023;ECI-10-23;AUW;ECI;ECI;cald;norte;7;SI;1;0;0;NA;2.11;NA;-2.954813904;201;115;83;36.57;490;6;31.28;23;2804.71;7;0;EF_EVkrUMne
2;H;B;2016;2019;ER-10-19;AV1;ER;ER;rapalobos;norte;3;SI;1;0;0;1.98;2.11;-1.910949707;-2.954813904;189;108;75;36.59;425;7;29.33;25;1052.83;5;-2;EF_4xncSQ6R
0;H;B;2016;2020;ER-18-20;AV1;ER;ER;rapalobos;norte;4;NO;0;0;0;1.83;2.11;-1.075666206;-2.954813904;189;108;75;36.59;425;7;29.33;25;1052.83;5;-1;EF_4xncSQ6R
0;H;B;2016;2021;ER-16-21;AV1;ER;ER;rapalobos;norte;5;NO;0;0;0;1.05;2.11;-0.074727389;-2.954813904;189;108;75;36.59;425;7;29.33;25;1052.83;5;0;EF_4xncSQ6R
0;H;B;2016;2022;ER-17-22;AV1;ER;ER;rapalobos;norte;6;NO;0;0;0;1.17;2.11;0.251126434;-2.954813904;189;108;75;36.59;425;7;29.33;25;1052.83;5;1;EF_4xncSQ6R
0;H;B;2016;2023;ER-18-23;AV1;ER;ER;rapalobos;norte;7;NO;0;0;0;NA;2.11;NA;-2.954813904;189;108;75;36.59;425;7;29.33;25;1052.83;5;2;EF_4xncSQ6R
1;M;B;2016;2021;EL-5-21;AV3;EL;EL;rapalobos;norte;5;SI;1;1;0;1.05;2.11;-0.074727389;-2.954813904;165;88;65;34.83;410;10;25.44;23;436.28;6;-1;EF_6Xms2UHh
0;M;B;2016;2022;EL-6-22;AV3;EL;EL;rapalobos;norte;6;NO;0;1;0;1.17;2.11;0.251126434;-2.954813904;165;88;65;34.83;410;10;25.44;23;436.28;6;0;EF_6Xms2UHh
1;M;B;2016;2023;EL-12-23;AV3;EL;EL;rapalobos;norte;7;SI;1;1;0;NA;2.11;NA;-2.954813904;165;88;65;34.83;410;10;25.44;23;436.28;6;1;EF_6Xms2UHh
0;H;B;2016;2023;ECI-7-23;AzVF;ECI;ECI;cald;norte;7;NO;0;0;0;NA;2.11;NA;-2.954813904;183;105;81;33.9;450;0;28.36;27;421.8;7;0;EF_WVYHcUFU
2;M;N;2016;2019;EN-22-19;AW7;EN;EN;norte;norte;3;SI;1;1;1;1.98;2.11;-1.910949707;-2.954813904;221;140;114;33.92;405;1;34.53;22;1014.47;4;-1;EF_uf6GBCWM
2;M;N;2016;2021;EN-29-21;AW7;EN;EN;norte;norte;5;SI;1;1;1;1.05;2.11;-0.074727389;-2.954813904;221;140;114;33.92;405;1;34.53;22;1014.47;4;1;EF_uf6GBCWM
2;M;N;NA;2018;EL-3-18;AWL;EL;EL;rapalobos;norte;NA;SI;1;1;1;1.53;2.12;-1.85072484;-3.232740274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;EF_BRu69Uqg
2;M;B;NA;2019;ECI-1-19;AWJ;ECI;ECI;cald;norte;NA;SI;1;1;0;1.98;NA;-1.910949707;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;EF_YtuaB4Xi
1;M;B;NA;2021;ER-31-21;AzWJ;ER;ER;rapalobos;norte;NA;SI;1;1;0;1.05;NA;-0.074727389;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;EF_YtuaB4Xi
2;H;B;NA;2017;ECI-6-17;AzWU;ECI;ECI;cald;norte;NA;SI;1;0;0;2.12;NA;-3.232740274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;EF_7fAXz74a
1;H;B;NA;2018;ER-8-18;AzWU;ER;ER;rapalobos;norte;NA;SI;1;0;0;1.53;NA;-1.85072484;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;EF_7fAXz74a
1;M;B;2017;2021;ECE-6-21;AzXR;ECE;ECE;cald;norte;4;SI;1;1;0;1.05;2.12;-0.074727389;-3.232740274;171;95;73;35.55;410;3;26.41;12;442.65;4;0;EF_CsXEMRQC
1;M;B;2017;2021;EN-21-21;R7F;EN;EN;norte;norte;4;SI;1;1;0;1.05;2.12;-0.074727389;-3.232740274;222;146;109;36.65;430;2;34.69;10;474.34;5;-1;EF_cLTwoPen
3;M;B;2017;2022;EN-21-22;R7F;EN;EN;norte;norte;5;SI;1;1;0;1.17;2.12;0.251126434;-3.232740274;222;146;109;36.65;430;2;34.69;10;474.34;5;0;EF_cLTwoPen
3;M;B;2017;2023;EN-23-23;R7F;EN;EN;norte;norte;6;SI;1;1;0;NA;2.12;NA;-3.232740274;222;146;109;36.65;430;2;34.69;10;474.34;5;1;EF_cLTwoPen
2;M;N;2017;2020;EN-26-20;Ro7N;EN;EN;norte;norte;3;SI;1;1;1;1.83;2.12;-1.075666206;-3.232740274;210;127;93;37.85;450;6;32.74;12;1856.13;4.5;-1.5;EF_XJjPoZEh
0;M;N;2017;2021;EN-35-21;R7N;EN;EN;norte;norte;4;NO;0;1;1;1.05;2.12;-0.074727389;-3.232740274;210;127;93;37.85;450;6;32.74;12;1856.13;4.5;-0.5;EF_XJjPoZEh
1;M;N;2017;2022;EN-36-22;R7N;EN;EN;norte;norte;5;SI;1;1;1;1.17;2.12;0.251126434;-3.232740274;210;127;93;37.85;450;6;32.74;12;1856.13;4.5;0.5;EF_XJjPoZEh
1;M;N;2017;2023;EN-1-23;R7N;EN;EN;norte;norte;6;SI;1;1;1;NA;2.12;NA;-3.232740274;210;127;93;37.85;450;6;32.74;12;1856.13;4.5;1.5;EF_XJjPoZEh
2;M;B;2017;2021;EN-4-21;R7M;EN;EN;norte;norte;4;SI;1;1;0;1.05;2.12;-0.074727389;-3.232740274;210;120;96;36.21;480;4;32.74350649;12;NA;5;-1;EF_2GBVxH4n
1;M;B;2017;2022;EN-13-22;R7M;EN;EN;norte;norte;5;SI;1;1;0;1.17;2.12;0.251126434;-3.232740274;210;120;96;36.21;480;4;32.74350649;12;NA;5;0;EF_2GBVxH4n
1;M;B;2017;2023;EN-19-23;R7M;EN;EN;norte;norte;6;SI;1;1;0;NA;2.12;NA;-3.232740274;210;120;96;36.21;480;4;32.74350649;12;NA;5;1;EF_2GBVxH4n
3;H;B;2017;2020;ER-11-20;Ro7T;ER;ER;rapalobos;norte;3;SI;1;0;0;1.83;2.12;-1.075666206;-3.232740274;181;105;80;35.45;470;1;28.36;17;456.84;4.5;-1.5;EF_nvR2oNui
0;H;B;2017;2021;ER-13-21;R7T;ER;ER;rapalobos;norte;4;NO;0;0;0;1.05;2.12;-0.074727389;-3.232740274;181;105;80;35.45;470;1;28.36;17;456.84;4.5;-0.5;EF_nvR2oNui
2;H;B;2017;2022;ER-27-22;R7T;ER;ER;rapalobos;norte;5;SI;1;0;0;1.17;2.12;0.251126434;-3.232740274;181;105;80;35.45;470;1;28.36;17;456.84;4.5;0.5;EF_nvR2oNui
2;H;B;2017;2023;ER-13-23;R7T;ER;ER;rapalobos;norte;6;SI;1;0;0;NA;2.12;NA;-3.232740274;181;105;80;35.45;470;1;28.36;17;456.84;4.5;1.5;EF_nvR2oNui
0;H;B;2017;2019;EL-2-19;R7X;EL;EL;rapalobos;norte;2;NO;0;0;0;1.98;2.12;-1.910949707;-3.232740274;159;79;55;35.1;455;1;24.46;21;161.86;3;-1;EF_ooexYLXf
1;H;B;2017;2021;EL-2-21;R7X;EL;EL;rapalobos;norte;4;SI;1;0;0;1.05;2.12;-0.074727389;-3.232740274;159;79;55;35.1;455;1;24.46;21;161.86;3;1;EF_ooexYLXf
1;H;B;2017;2021;ECE-8-21;R81;ECE;ECE;cald;norte;4;SI;1;0;0;1.05;2.12;-0.074727389;-3.232740274;151;71;46;35.08;480;0;23.17;21;2618.44;4;0;EF_9Ver9XDq
0;M;B;2017;2021;ER-1-21;R82;ER;ER;rapalobos;norte;4;NO;0;1;0;1.05;2.12;-0.074727389;-3.232740274;90;29;14.5;31.95;265;0;14.63;21;761.92;5;-1;EF_Z9FcHfLy
1;M;B;2017;2022;ER-6-22;R82;ER;ER;rapalobos;norte;5;SI;1;1;0;1.17;2.12;0.251126434;-3.232740274;90;29;14.5;31.95;265;0;14.63;21;761.92;5;0;EF_Z9FcHfLy
0;M;B;2017;2023;ER-4-23;R82;ER;ER;rapalobos;norte;6;NO;0;1;0;NA;2.12;NA;-3.232740274;90;29;14.5;31.95;265;0;14.63;21;761.92;5;1;EF_Z9FcHfLy
1;H;B;2017;2021;EN-21-21;R8L;EN;EN;norte;norte;4;SI;1;0;0;1.05;2.12;-0.074727389;-3.232740274;168;91.5;60;37.93;535;3;25.93;16;2013.08;5;-1;EF_yfKrDy4j
3;H;B;2017;2022;EN-21-22;R8L;EN;EN;norte;norte;5;SI;1;0;0;1.17;2.12;0.251126434;-3.232740274;168;91.5;60;37.93;535;3;25.93;16;2013.08;5;0;EF_yfKrDy4j
3;H;B;2017;2023;EN-23-23;R8L;EN;EN;norte;norte;6;SI;1;0;0;NA;2.12;NA;-3.232740274;168;91.5;60;37.93;535;3;25.93;16;2013.08;5;1;EF_yfKrDy4j
1;H;B;2017;2021;EL-12-21;R8R;EL;EL;rapalobos;norte;4;SI;1;0;0;1.05;2.12;-0.074727389;-3.232740274;182;103;87;34.82;470;0;28.2;18;1218.94;4;0;EF_QjW9sZkg
1;M;B;2017;2021;ER-19-21;R8X;ER;ER;rapalobos;norte;4;SI;1;1;0;1.05;2.12;-0.074727389;-3.232740274;212;134;101;36.69;435;2;33.68;11;203.76;4;0;EF_YWpcWpb7
2;M;B;2017;2021;ER-33-21;R91;ER;ER;rapalobos;norte;4;SI;1;1;0;1.05;2.12;-0.074727389;-3.232740274;181;106;73;35.45;430;0;28.36;18;144.13;5;-1;EF_kMYiwP2U
1;M;B;2017;2023;ER-24-23;R91;ER;ER;rapalobos;norte;6;SI;1;1;0;NA;2.12;NA;-3.232740274;181;106;73;35.45;430;0;28.36;18;144.13;5;1;EF_kMYiwP2U
1;M;B;2017;2021;EL-12-21;R9A;EL;EL;rapalobos;norte;4;SI;1;1;0;1.05;2.12;-0.074727389;-3.232740274;195;111;87;37.07;410;5;33.84;16;1033.45;4;0;EF_vMY5dkNj
1;M;B;2017;2020;ER-10-20;Ro9M;ER;ER;rapalobos;norte;3;SI;1;1;0;1.83;2.12;-1.075666206;-3.232740274;133.5;64;44.5;36.64;370;0;23.25;20;73.99;4.6;-1.6;EF_5igJfdFh
1;M;B;2017;2021;ER-15-21;R9M;ER;ER;rapalobos;norte;4;SI;1;1;0;1.05;2.12;-0.074727389;-3.232740274;133.5;64;44.5;36.64;370;0;23.25;20;73.99;4.6;-0.6;EF_5igJfdFh
1;M;B;2017;2022;ER-14-22;R9M;ER;ER;rapalobos;norte;5;SI;1;1;0;1.17;2.12;0.251126434;-3.232740274;133.5;64;44.5;36.64;370;0;23.25;20;73.99;4.6;0.4;EF_5igJfdFh
0;M;B;2017;2022;ER-15-22;R9M;ER;ER;rapalobos;norte;5;NO;0;1;0;1.17;2.12;0.251126434;-3.232740274;133.5;64;44.5;36.64;370;0;23.25;20;73.99;4.6;0.4;EF_5igJfdFh
0;M;B;2017;2023;ER-15-23;R9M;ER;ER;rapalobos;norte;6;NO;0;1;0;NA;2.12;NA;-3.232740274;133.5;64;44.5;36.64;370;0;23.25;20;73.99;4.6;1.4;EF_5igJfdFh
3;M;B;2017;2020;ER-22-20;Ro9V;ER;ER;rapalobos;norte;3;SI;1;1;0;1.83;2.12;-1.075666206;-3.232740274;209;134;102;33.81;445;0;32.58;14;162.01;4;-1;EF_vWS4e5qY
2;M;B;2017;2022;ER-12-22;Ro9V;ER;ER;rapalobos;norte;5;SI;1;1;0;1.17;2.12;0.251126434;-3.232740274;209;134;102;33.81;445;0;32.58;14;162.01;4;1;EF_vWS4e5qY
1;M;B;2017;2020;EN-31-20;RoA3;EN;EN;norte;norte;3;SI;1;1;0;1.83;2.12;-1.075666206;-3.232740274;217;140;109;34.32;450;7;33.88;12;334.77;3;0;EF_S7pAXeyU
0;M;N;2017;2021;ECI-5-21;RA5;ECI;ECI;cald;norte;4;NO;0;1;1;1.05;2.12;-0.074727389;-3.232740274;196;120;90;34.94;412;1;34.78;15;333.9;5;-1;EF_k6QGiCgv
1;M;N;2017;2022;ECI-5-22;RA5;ECI;ECI;cald;norte;5;SI;1;1;1;1.17;2.12;0.251126434;-3.232740274;196;120;90;34.94;412;1;34.78;15;333.9;5;0;EF_k6QGiCgv
1;M;N;2017;2023;ECI-5-23;RA5;ECI;ECI;cald;norte;6;SI;1;1;1;NA;2.12;NA;-3.232740274;196;120;90;34.94;412;1;34.78;15;333.9;5;1;EF_k6QGiCgv
1;M;B;2017;2021;ECI-14-21;RAH;ECI;ECI;cald;norte;4;SI;1;1;0;1.05;2.12;-0.074727389;-3.232740274;193;113;78;35.97;475;2;29.98;17;1736.81;5;-1;EF_tjqPg8yW
1;M;B;2017;2022;ECI-11-22;RAH;ECI;ECI;cald;norte;5;SI;1;1;0;1.17;2.12;0.251126434;-3.232740274;193;113;78;35.97;475;2;29.98;17;1736.81;5;0;EF_tjqPg8yW
0;M;B;2017;2023;ECI-8-23;RAH;ECI;ECI;cald;norte;6;NO;0;1;0;NA;2.12;NA;-3.232740274;193;113;78;35.97;475;2;29.98;17;1736.81;5;1;EF_tjqPg8yW
2;M;B;2017;2020;ECI-6-20;RoC7;ECI;ECI;cald;norte;3;SI;1;1;0;1.83;2.12;-1.075666206;-3.232740274;143;66.5;51;36.06;395;2;21.87;26;832.77;4;-1;EF_fo3kXnV6
2;M;B;2017;2021;ECI-4-21;RC7;ECI;ECI;cald;norte;4;SI;1;1;0;1.05;2.12;-0.074727389;-3.232740274;143;66.5;51;36.06;395;2;21.87;26;832.77;4;0;EF_fo3kXnV6
0;M;B;2017;2022;ECI-4-22;RC7;ECI;ECI;cald;norte;5;NO;0;1;0;1.17;2.12;0.251126434;-3.232740274;143;66.5;51;36.06;395;2;21.87;26;832.77;4;1;EF_fo3kXnV6
0;H;B;2017;2021;ER-1-21;RCN;ER;ER;rapalobos;norte;4;NO;0;0;0;1.05;2.12;-0.074727389;-3.232740274;130.5;NA;35;34.64;360;1;19.84;25;729.75;5;-1;EF_TUgYVQVc
1;H;B;2017;2022;ER-6-22;RCN;ER;ER;rapalobos;norte;5;SI;1;0;0;1.17;2.12;0.251126434;-3.232740274;130.5;NA;35;34.64;360;1;19.84;25;729.75;5;0;EF_TUgYVQVc
0;H;B;2017;2023;ER-4-23;RCN;ER;ER;rapalobos;norte;6;NO;0;0;0;NA;2.12;NA;-3.232740274;130.5;NA;35;34.64;360;1;19.84;25;729.75;5;1;EF_TUgYVQVc
2;M;B;2017;2021;ECE-18-21;RCP;ECE;ECE;cald;norte;4;SI;1;1;0;1.05;2.12;-0.074727389;-3.232740274;189;109;80;35.01;465;2;29.33;20;438.26;4;0;EF_YJDhgToz
2;H;B;2017;2021;ECE-18-21;RCU;ECE;ECE;cald;norte;4;SI;1;0;0;1.05;2.12;-0.074727389;-3.232740274;180;100;78.5;35.43;465;4;27.87;22;758.34;4.5;-0.5;EF_UXhZJmpS
2;H;B;2017;2022;ECE-12-22;RCU;ECE;ECE;cald;norte;5;SI;1;0;0;1.17;2.12;0.251126434;-3.232740274;180;100;78.5;35.43;465;4;27.87;22;758.34;4.5;0.5;EF_UXhZJmpS
1;M;B;2017;2021;ECE-19-21;RF3;ECE;ECE;cald;norte;4;SI;1;1;0;1.05;2.12;-0.074727389;-3.232740274;207;125;98;35.05;420;3;32.26;17;610.4;5;-1;EF_5mxQmhSo
1;M;B;2017;2023;ECE-11-23;RF3;ECE;ECE;cald;norte;6;SI;1;1;0;NA;2.12;NA;-3.232740274;207;125;98;35.05;420;3;32.26;17;610.4;5;1;EF_5mxQmhSo
0;M;B;2017;2023;EL-2-23;RFR;EL;EL;rapalobos;norte;6;NO;0;1;0;NA;2.12;NA;-3.232740274;224;144;108;35.24;440;2;35.16;15;377.98;6;0;EF_pb94FQMK
1;H;B;2017;2021;ECE-4-21;RH3;ECE;ECE;cald;norte;4;SI;1;0;0;1.05;2.12;-0.074727389;-3.232740274;155;81.5;53;34.78;420;2;23.81;25;653.43;4.5;-0.5;EF_BG3oLneZ
0;H;B;2017;2022;ECE-5-22;RH3;ECE;ECE;cald;norte;5;NO;0;0;0;1.17;2.12;0.251126434;-3.232740274;155;81.5;53;34.78;420;2;23.81;25;653.43;4.5;0.5;EF_BG3oLneZ
2;M;B;2017;2023;ECE-5-23;RHF;ECE;ECE;cald;norte;6;SI;1;1;0;NA;2.12;NA;-3.232740274;199;124;91;35.08;435;5;39.58;20;1036.83;6;0;EF_mdepnZ8K
1;M;B;2017;2021;ECE-8-21;RHH;ECE;ECE;cald;norte;4;SI;1;1;0;1.05;2.12;-0.074727389;-3.232740274;188;116;81;34.67;440;2;29.17;20;495.28;4.5;-0.5;EF_DksoEfjr
2;M;B;2017;2022;ECE-11-22;RHH;ECE;ECE;cald;norte;5;SI;1;1;0;1.17;2.12;0.251126434;-3.232740274;188;116;81;34.67;440;2;29.17;20;495.28;4.5;0.5;EF_DksoEfjr
2;H;B;2017;2020;ELC-1-20;RoHW;ELC;EL;rapalobos;rapalobos;3;SI;1;0;0;1.83;2.12;-1.075666206;-3.232740274;165;83;63;33.79;438;1;25.44;26;725.24;4.666666667;-1.666666667;EF_fHo4fjor
0;H;B;2017;2022;EL-5-22;RHW;EL;EL;rapalobos;norte;5;NO;0;0;0;1.17;2.12;0.251126434;-3.232740274;165;83;63;33.79;438;1;25.44;26;725.24;4.666666667;0.333333333;EF_fHo4fjor
1;H;B;2017;2023;ER-24-23;RHW;ER;ER;rapalobos;norte;6;SI;1;0;0;NA;2.12;NA;-3.232740274;165;83;63;33.79;438;1;25.44;26;725.24;4.666666667;1.333333333;EF_fHo4fjor
