OffspringNUM;Sexo;Morph;nacimiento;year;Nido;Ring;location_1;location_9sites;location_3sites;location_4sites;age;breeding;success;SEX01;MORPH01;prod;prodBIRTHyr;wind;windBIRTHyr;ala;X9ala;Cola;Tarso;Peso;Moscas;edad_dias;layingJULIANnest;Dist;avgAGE;deltaAGE;Metal
2;H;B;2011;2015;EL-1-15;A28;EL;EL;rapalobos;norte;4;SI;1;0;0;1.32;1.79;-0.387763242;-1.552280924;196;NA;NA;NA;405;NA;34.78;20;597.96;8.375;-4.375;EF_2beSR2iD
3;H;B;2011;2017;EA-3-17;A28;EA;EA;rapalobos;norte;6;SI;1;0;0;2.12;1.79;-3.232740274;-1.552280924;196;NA;NA;NA;405;NA;34.78;20;597.96;8.375;-2.375;EF_2beSR2iD
2;H;B;2011;2018;EL-2-18;A28;EL;EL;rapalobos;norte;7;SI;1;0;0;1.53;1.79;-1.85072484;-1.552280924;196;NA;NA;NA;405;NA;34.78;20;597.96;8.375;-1.375;EF_2beSR2iD
2;H;B;2011;2019;EA-2-19;Az28;EA;EA;rapalobos;norte;8;SI;1;0;0;1.98;1.79;-1.910949707;-1.552280924;196;NA;NA;NA;405;NA;34.78;20;597.96;8.375;-0.375;EF_2beSR2iD
2;H;B;2011;2020;EA-3-20;A28;EA;EA;rapalobos;norte;9;SI;1;0;0;1.83;1.79;-1.075666206;-1.552280924;196;NA;NA;NA;405;NA;34.78;20;597.96;8.375;0.625;EF_2beSR2iD
2;H;B;2011;2021;EA-3-21;A28;EA;EA;rapalobos;norte;10;SI;1;0;0;1.05;1.79;-0.074727389;-1.552280924;196;NA;NA;NA;405;NA;34.78;20;597.96;8.375;1.625;EF_2beSR2iD
2;H;B;2011;2022;EA-5-22;A28;EA;EA;rapalobos;norte;11;SI;1;0;0;1.17;1.79;0.251126434;-1.552280924;196;NA;NA;NA;405;NA;34.78;20;597.96;8.375;2.625;EF_2beSR2iD
0;H;B;2011;2023;EA-4-23;A28;EA;EA;rapalobos;norte;12;NO;0;0;0;NA;1.79;NA;-1.552280924;196;NA;NA;NA;405;NA;34.78;20;597.96;8.375;3.625;EF_2beSR2iD
3;M;B;2011;2019;EL-11-19;A2X;EL;EL;rapalobos;norte;8;SI;1;1;0;1.98;1.79;-1.910949707;-1.552280924;143;69;47;33.67;355;2;21.87;18;349.71;10.33333333;-2.333333333;EF_nDtNNjbY
2;M;B;2011;2022;EL-11-22;A2X;EL;EL;rapalobos;norte;11;SI;1;1;0;1.17;1.79;0.251126434;-1.552280924;143;69;47;33.67;355;2;21.87;18;349.71;10.33333333;0.666666667;EF_nDtNNjbY
2;M;B;2011;2023;EL-8-23;A2X;EL;EL;rapalobos;norte;12;SI;1;1;0;NA;1.79;NA;-1.552280924;143;69;47;33.67;355;2;21.87;18;349.71;10.33333333;1.666666667;EF_nDtNNjbY
0;M;B;2011;2014;ER-28-14;Az36;ER;ER;rapalobos;norte;3;NO;0;1;0;0;1.79;2.7273725;-1.552280924;86;29;11;30.24;196;0;14.22;22;1150.78;3;0;EF_Vze8bAcH
2;H;B;2011;2015;ER-5-15;A41;ER;ER;rapalobos;norte;4;SI;1;0;0;1.32;1.79;-0.387763242;-1.552280924;195;NA;NA;NA;412;NA;33.84;20;121.25;4;0;EF_NHJ8TtwM
2;H;B;2011;2017;ECI-7-17;A4C;ECI;ECI;cald;norte;6;SI;1;0;0;2.12;1.79;-3.232740274;-1.552280924;162;81;53;34.12;410;9;24.95;19;1035.16;7;-1;EF_zsFhu8wt
2;H;B;2011;2018;ECI-2-18;A4C;ECI;ECI;cald;norte;7;SI;1;0;0;1.53;1.79;-1.85072484;-1.552280924;162;81;53;34.12;410;9;24.95;19;1035.16;7;0;EF_zsFhu8wt
3;H;B;2011;2019;ECI-3-19;Az4C;ECI;ECI;cald;norte;8;SI;1;0;0;1.98;1.79;-1.910949707;-1.552280924;162;81;53;34.12;410;9;24.95;19;1035.16;7;1;EF_zsFhu8wt
3;H;B;2011;2016;ECE-8-16;A50;ECE;ECE;cald;norte;5;SI;1;0;0;2.11;1.79;-2.954813904;-1.552280924;188;NA;NA;NA;435;NA;29.17;21;459.92;7.333333333;-2.333333333;EF_ExpxjAie
1;H;B;2011;2018;ECE-6-18;A50;ECE;ECE;cald;norte;7;SI;1;0;0;1.53;1.79;-1.85072484;-1.552280924;188;NA;NA;NA;435;NA;29.17;21;459.92;7.333333333;-0.333333333;EF_ExpxjAie
0;H;B;2011;2021;ECE-10-21;A50;ECE;ECE;cald;norte;10;NO;0;0;0;1.05;1.79;-0.074727389;-1.552280924;188;NA;NA;NA;435;NA;29.17;21;459.92;7.333333333;2.666666667;EF_ExpxjAie
3;H;B;2013;2017;ECI-4-17;ALM;ECI;ECI;cald;norte;4;SI;1;0;0;2.12;1.57;-3.232740274;0.290908371;194;109;76;36.23;450;2;30.15;14;2069.69;4.5;-0.5;EF_bowMTkxC
1;H;B;2013;2018;ECI-4-18;ALM;ECI;ECI;cald;norte;5;SI;1;0;0;1.53;1.57;-1.85072484;0.290908371;194;109;76;36.23;450;2;30.15;14;2069.69;4.5;0.5;EF_bowMTkxC
3;M;B;2013;2016;ER-17-16;AMJ;ER;ER;rapalobos;norte;3;SI;1;1;0;2.11;1.57;-2.954813904;0.290908371;200;121;96;36.58;387.5;0;31.12;20;134.81;6;-3;EF_yas2yLxE
1;M;B;2013;2018;ER-10-18;AMJ;ER;ER;rapalobos;norte;5;SI;1;1;0;1.53;1.57;-1.85072484;0.290908371;200;121;96;36.58;387.5;0;31.12;20;134.81;6;-1;EF_yas2yLxE
0;M;B;2013;2019;ER-14-19;AMJ;ER;ER;rapalobos;norte;6;NO;0;1;0;1.98;1.57;-1.910949707;0.290908371;200;121;96;36.58;387.5;0;31.12;20;134.81;6;0;EF_yas2yLxE
0;M;B;2013;2023;ER-12-23;AMJ;ER;ER;rapalobos;norte;10;NO;0;1;0;NA;1.57;NA;0.290908371;200;121;96;36.58;387.5;0;31.12;20;134.81;6;4;EF_yas2yLxE
2;H;B;2013;2018;EL-5-18;AMU;EL;EL;rapalobos;norte;5;SI;1;0;0;1.53;1.57;-1.85072484;0.290908371;173;90;65;35.69;425;0;26.74;21;626.14;5.5;-0.5;EF_mEVcKYbc
2;H;B;2013;2019;EL-5-19;AzMU;EL;EL;rapalobos;norte;6;SI;1;0;0;1.98;1.57;-1.910949707;0.290908371;173;90;65;35.69;425;0;26.74;21;626.14;5.5;0.5;EF_mEVcKYbc
3;H;B;2013;2017;ECE-5-17;AN2;ECE;ECE;cald;norte;4;SI;1;0;0;2.12;1.57;-3.232740274;0.290908371;235;148;114;34.2;480;7;36.8;15;1306.79;4.5;-0.5;EF_5GV2UnnQ
0;H;B;2013;2018;ECE-14-18;AN2;ECE;ECE;cald;norte;5;NO;0;0;0;1.53;1.57;-1.85072484;0.290908371;235;148;114;34.2;480;7;36.8;15;1306.79;4.5;0.5;EF_5GV2UnnQ
1;M;N;2013;2017;EN-15-17;ANA;EN;EN;norte;norte;4;SI;1;1;1;2.12;1.57;-3.232740274;0.290908371;195;113;91;34.58;430;7;33.84;22;781.6;5.75;-1.75;EF_YziiJr52
1;M;N;2013;2018;EN-15-18;ANA;EN;EN;norte;norte;5;SI;1;1;1;1.53;1.57;-1.85072484;0.290908371;195;113;91;34.58;430;7;33.84;22;781.6;5.75;-0.75;EF_YziiJr52
3;M;N;2013;2019;EN-21-19;ANA;EN;EN;norte;norte;6;SI;1;1;1;1.98;1.57;-1.910949707;0.290908371;195;113;91;34.58;430;7;33.84;22;781.6;5.75;0.25;EF_YziiJr52
2;M;N;2013;2021;EN-38-21;AzNA;EN;EN;norte;norte;8;SI;1;1;1;1.05;1.57;-0.074727389;0.290908371;195;113;91;34.58;430;7;33.84;22;781.6;5.75;2.25;EF_YziiJr52
0;H;B;NA;2013;ER-18-13;ANL;ER;ER;rapalobos;norte;NA;NO;0;0;0;1.57;NA;0.290908371;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;EF_mWiQxag7
2;H;B;NA;2015;ER-18-15;ANL;ER;ER;rapalobos;norte;NA;SI;1;0;0;1.32;NA;-0.387763242;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;EF_mWiQxag7
2;H;B;NA;2017;ER-11-17;ANL;ER;ER;rapalobos;norte;NA;SI;1;0;0;2.12;NA;-3.232740274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;EF_mWiQxag7
2;M;B;2013;2017;ECE-15-17;ANT;ECE;ECE;cald;norte;4;SI;1;1;0;2.12;1.57;-3.232740274;0.290908371;249;169;133;34.83;375;3;39.75;18;658.67;5.75;-1.75;EF_sDdkXV7R
1;M;B;2013;2018;ECE-18-18;AzNT;ECE;ECE;cald;norte;5;SI;1;1;0;1.53;1.57;-1.85072484;0.290908371;249;169;133;34.83;375;3;39.75;18;658.67;5.75;-0.75;EF_sDdkXV7R
3;M;B;2013;2019;ECE-15-19;ANT;ECE;ECE;cald;norte;6;SI;1;1;0;1.98;1.57;-1.910949707;0.290908371;249;169;133;34.83;375;3;39.75;18;658.67;5.75;0.25;EF_sDdkXV7R
2;M;B;2013;2021;ECE-14-21;ANT;ECE;ECE;cald;norte;8;SI;1;1;0;1.05;1.57;-0.074727389;0.290908371;249;169;133;34.83;375;3;39.75;18;658.67;5.75;2.25;EF_sDdkXV7R
3;H;B;2013;2016;EN-10-16;AHA;EN;EN;norte;norte;3;SI;1;0;0;2.11;1.57;-2.954813904;0.290908371;156;72;56;35.93;455;8;23.98;11;1224.85;6;-3;EF_wBGPj2bD
2;H;B;2013;2022;ER-29-22;AzHA;ER;ER;rapalobos;norte;9;SI;1;0;0;1.17;1.57;0.251126434;0.290908371;156;72;56;35.93;455;8;23.98;11;1224.85;6;3;EF_wBGPj2bD
1;H;N;2013;2015;EN-6-15;AHL;EN;EN;norte;norte;2;SI;1;0;1;1.32;1.57;-0.387763242;0.290908371;165;80;57;35.9;370;6;25.44;12;3255.35;5.5;-3.5;EF_TzUGG8kU
2;H;N;2013;2016;EN-5-16;AHL;EN;EN;norte;norte;3;SI;1;0;1;2.11;1.57;-2.954813904;0.290908371;165;80;57;35.9;370;6;25.44;12;3255.35;5.5;-2.5;EF_TzUGG8kU
3;H;N;2013;2017;EN-5-17;AHL;EN;EN;norte;norte;4;SI;1;0;1;2.12;1.57;-3.232740274;0.290908371;165;80;57;35.9;370;6;25.44;12;3255.35;5.5;-1.5;EF_TzUGG8kU
1;H;N;2013;2018;EN-6-18;AzHL;EN;EN;norte;norte;5;SI;1;0;1;1.53;1.57;-1.85072484;0.290908371;165;80;57;35.9;370;6;25.44;12;3255.35;5.5;-0.5;EF_TzUGG8kU
3;H;N;2013;2019;EN-10-19;AzHL;EN;EN;norte;norte;6;SI;1;0;1;1.98;1.57;-1.910949707;0.290908371;165;80;57;35.9;370;6;25.44;12;3255.35;5.5;0.5;EF_TzUGG8kU
3;H;N;2013;2020;EN-8-20;AzHL;EN;EN;norte;norte;7;SI;1;0;1;1.83;1.57;-1.075666206;0.290908371;165;80;57;35.9;370;6;25.44;12;3255.35;5.5;1.5;EF_TzUGG8kU
1;H;N;2013;2021;EN-8-21;AzHL;EN;EN;norte;norte;8;SI;1;0;1;1.05;1.57;-0.074727389;0.290908371;165;80;57;35.9;370;6;25.44;12;3255.35;5.5;2.5;EF_TzUGG8kU
1;H;N;2013;2022;EN-10-22;AHL;EN;EN;norte;norte;9;SI;1;0;1;1.17;1.57;0.251126434;0.290908371;165;80;57;35.9;370;6;25.44;12;3255.35;5.5;3.5;EF_TzUGG8kU
2;H;B;2013;2015;EA-2-15;AJR;EA;EA;rapalobos;norte;2;SI;1;0;0;1.32;1.57;-0.387763242;0.290908371;209;124;98;35.62;515;1;32.58;13;358;2;0;EF_NDUPLZ3z
1;M;B;2013;2018;ECI-20-18;AP4;ECI;ECI;cald;norte;5;SI;1;1;0;1.53;1.57;-1.85072484;0.290908371;240;155;125;36.24;420;5;37.61;20;1087.85;5.5;-0.5;EF_rzDHbWNo
2;M;B;2013;2019;ECI-13-19;AzP4;ECI;ECI;cald;norte;6;SI;1;1;0;1.98;1.57;-1.910949707;0.290908371;240;155;125;36.24;420;5;37.61;20;1087.85;5.5;0.5;EF_rzDHbWNo
1;M;B;NA;2015;ECE-13-15;Az7P;ECE;ECE;cald;norte;NA;SI;1;1;0;1.32;NA;-0.387763242;NA;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;NA;EF_oNDxLA4N
1;M;B;2013;2017;EN-20-17;APT;EN;EN;norte;norte;4;SI;1;1;0;2.12;1.57;-3.232740274;0.290908371;208;131;103;34.41;335;2;32.42;24;451.22;4;0;EF_kVHdc85Y
1;M;B;2015;2021;ER-6-21;R1L;ER;ER;rapalobos;norte;6;SI;1;1;0;1.05;1.32;-0.074727389;-0.387763242;242;NA;NA;NA;400;NA;37.94;18;86.62;7;-1;EF_Jbd3G4vq
2;M;B;2015;2022;ER-9-22;R1L;ER;ER;rapalobos;norte;7;SI;1;1;0;1.17;1.32;0.251126434;-0.387763242;242;NA;NA;NA;400;NA;37.94;18;86.62;7;0;EF_Jbd3G4vq
1;M;B;2015;2023;ER-7-23;R1L;ER;ER;rapalobos;norte;8;SI;1;1;0;NA;1.32;NA;-0.387763242;242;NA;NA;NA;400;NA;37.94;18;86.62;7;1;EF_Jbd3G4vq
2;H;B;2015;2017;ECI-2-17;R20;ECI;ECI;cald;norte;2;SI;1;0;0;2.12;1.32;-3.232740274;-0.387763242;178;94;64;35.68;450;5;27.55;16;841.04;5;-3;EF_iHpeZjk3
0;H;B;2015;2018;ECI-9-18;R20;ECI;ECI;cald;norte;3;NO;0;0;0;1.53;1.32;-1.85072484;-0.387763242;178;94;64;35.68;450;5;27.55;16;841.04;5;-2;EF_iHpeZjk3
2;H;B;2015;2019;ECI-12-19;R20;ECI;ECI;cald;norte;4;SI;1;0;0;1.98;1.32;-1.910949707;-0.387763242;178;94;64;35.68;450;5;27.55;16;841.04;5;-1;EF_iHpeZjk3
2;H;B;2015;2020;ECI-2-20;R20;ECI;ECI;cald;norte;5;SI;1;0;0;1.83;1.32;-1.075666206;-0.387763242;178;94;64;35.68;450;5;27.55;16;841.04;5;0;EF_iHpeZjk3
2;H;B;2015;2021;ECI-11-21;R20;ECI;ECI;cald;norte;6;SI;1;0;0;1.05;1.32;-0.074727389;-0.387763242;178;94;64;35.68;450;5;27.55;16;841.04;5;1;EF_iHpeZjk3
1;H;B;2015;2022;ECI-1-22;R20;ECI;ECI;cald;norte;7;SI;1;0;0;1.17;1.32;0.251126434;-0.387763242;178;94;64;35.68;450;5;27.55;16;841.04;5;2;EF_iHpeZjk3
2;H;B;2015;2023;ECI-2-23;R20;ECI;ECI;cald;norte;8;SI;1;0;0;NA;1.32;NA;-0.387763242;178;94;64;35.68;450;5;27.55;16;841.04;5;3;EF_iHpeZjk3
3;M;N;2015;2019;EN-9-19;R29;EN;EN;norte;norte;4;SI;1;1;1;1.98;1.32;-1.910949707;-0.387763242;184;106;79;34.5;370;0;28.52;15;691.07;5.5;-1.5;EF_jUYcxBdd
2;M;N;2015;2020;EN-24-20;R29;EN;EN;norte;norte;5;SI;1;1;1;1.83;1.32;-1.075666206;-0.387763242;184;106;79;34.5;370;0;28.52;15;691.07;5.5;-0.5;EF_jUYcxBdd
2;M;N;2015;2021;EN-31-21;R29;EN;EN;norte;norte;6;SI;1;1;1;1.05;1.32;-0.074727389;-0.387763242;184;106;79;34.5;370;0;28.52;15;691.07;5.5;0.5;EF_jUYcxBdd
2;M;N;2015;2022;EN-31-22;R29;EN;EN;norte;norte;7;SI;1;1;1;1.17;1.32;0.251126434;-0.387763242;184;106;79;34.5;370;0;28.52;15;691.07;5.5;1.5;EF_jUYcxBdd
1;M;N;2015;2017;ER-4-17;R3N;ER;ER;rapalobos;norte;2;SI;1;1;1;2.12;1.32;-3.232740274;-0.387763242;158;77;58;33.66;322.5;1;24.3;22;10.05;4.857142857;-2.857142857;EF_ofipJmoY
2;M;N;2015;2017;ER-3-17;Ro3N;ER;ER;rapalobos;norte;2;SI;1;1;1;2.12;1.32;-3.232740274;-0.387763242;158;77;58;33.66;322.5;1;24.3;22;10.05;4.857142857;-2.857142857;EF_ofipJmoY
3;M;N;2015;2019;ER-6-19;R3N;ER;ER;rapalobos;norte;4;SI;1;1;1;1.98;1.32;-1.910949707;-0.387763242;158;77;58;33.66;322.5;1;24.3;22;10.05;4.857142857;-0.857142857;EF_ofipJmoY
1;M;N;2015;2020;ER-2-20;R3N;ER;ER;rapalobos;norte;5;SI;1;1;1;1.83;1.32;-1.075666206;-0.387763242;158;77;58;33.66;322.5;1;24.3;22;10.05;4.857142857;0.142857143;EF_ofipJmoY
1;M;N;2015;2021;ER-4-21;R3N;ER;ER;rapalobos;norte;6;SI;1;1;1;1.05;1.32;-0.074727389;-0.387763242;158;77;58;33.66;322.5;1;24.3;22;10.05;4.857142857;1.142857143;EF_ofipJmoY
2;M;N;2015;2022;ER-8-22;R3N;ER;ER;rapalobos;norte;7;SI;1;1;1;1.17;1.32;0.251126434;-0.387763242;158;77;58;33.66;322.5;1;24.3;22;10.05;4.857142857;2.142857143;EF_ofipJmoY
2;M;N;2015;2023;ER-6-23;R3N;ER;ER;rapalobos;norte;8;SI;1;1;1;NA;1.32;NA;-0.387763242;158;77;58;33.66;322.5;1;24.3;22;10.05;4.857142857;3.142857143;EF_ofipJmoY
3;M;B;2015;2018;EN-9-18;Ro42;EN;EN;norte;norte;3;SI;1;1;0;1.53;1.32;-1.85072484;-0.387763242;170;87;70;34.33;320;3;26.25;20;2890.73;3;0;EF_xVnLYWPr
1;H;B;2015;2017;EL-9-17;R4A;EL;EL;rapalobos;norte;2;SI;1;0;0;2.12;1.32;-3.232740274;-0.387763242;163;82;59;35.41;261;2;25.11;23;458.12;5.333333333;-3.333333333;EF_dBHjqbrs
2;H;B;2015;2019;EL-8-19;R4A;EL;EL;rapalobos;norte;4;SI;1;0;0;1.98;1.32;-1.910949707;-0.387763242;163;82;59;35.41;261;2;25.11;23;458.12;5.333333333;-1.333333333;EF_dBHjqbrs
2;H;B;2015;2020;EL-8-20;R4A;EL;EL;rapalobos;norte;5;SI;1;0;0;1.83;1.32;-1.075666206;-0.387763242;163;82;59;35.41;261;2;25.11;23;458.12;5.333333333;-0.333333333;EF_dBHjqbrs
1;H;B;2015;2021;EL-7-21;R4A;EL;EL;rapalobos;norte;6;SI;1;0;0;1.05;1.32;-0.074727389;-0.387763242;163;82;59;35.41;261;2;25.11;23;458.12;5.333333333;0.666666667;EF_dBHjqbrs
0;H;B;2015;2022;EL-8-22;R4A;EL;EL;rapalobos;norte;7;NO;0;0;0;1.17;1.32;0.251126434;-0.387763242;163;82;59;35.41;261;2;25.11;23;458.12;5.333333333;1.666666667;EF_dBHjqbrs
1;H;B;2015;2023;EN-18-23;R4A;EN;EN;norte;norte;8;SI;1;0;0;NA;1.32;NA;-0.387763242;163;82;59;35.41;261;2;25.11;23;458.12;5.333333333;2.666666667;EF_dBHjqbrs
1;H;B;2015;2017;ER-4-17;R4U;ER;ER;rapalobos;norte;2;SI;1;0;0;2.12;1.32;-3.232740274;-0.387763242;206;117;91;33.7;410;10;32.94;16;926.16;4.6;-2.6;EF_Ua7Vpdt8
2;H;B;2015;2017;ER-3-17;Ro4U;ER;ER;rapalobos;norte;2;SI;1;0;0;2.12;1.32;-3.232740274;-0.387763242;206;117;91;33.7;410;10;32.94;16;926.16;4.6;-2.6;EF_Ua7Vpdt8
3;H;B;2015;2019;ER-6-19;R4U;ER;ER;rapalobos;norte;4;SI;1;0;0;1.98;1.32;-1.910949707;-0.387763242;206;117;91;33.7;410;10;32.94;16;926.16;4.6;-0.6;EF_Ua7Vpdt8
2;H;B;2015;2022;ER-8-22;R4U;ER;ER;rapalobos;norte;7;SI;1;0;0;1.17;1.32;0.251126434;-0.387763242;206;117;91;33.7;410;10;32.94;16;926.16;4.6;2.4;EF_Ua7Vpdt8
2;H;B;2015;2023;ER-6-23;R4U;ER;ER;rapalobos;norte;8;SI;1;0;0;NA;1.32;NA;-0.387763242;206;117;91;33.7;410;10;32.94;16;926.16;4.6;3.4;EF_Ua7Vpdt8
0;H;B;2015;2021;ELC-1-21;R4W;ELC;EL;rapalobos;norte;6;NO;0;0;0;1.05;1.32;-0.074727389;-0.387763242;205;NA;NA;NA;415;NA;31.93;23;236.33;6;0;EF_F95NJ2Xd
2;H;N;2015;2018;EFS-4-18;R6J;EFS;EFS;cald;norte;3;SI;1;0;1;1.53;1.32;-1.85072484;-0.387763242;196;116;80;34.57;432.5;3;34.78;24;1045.49;3.5;-0.5;EF_JQ56McR9
2;H;N;2015;2019;EFS-6-19;R6J;EFS;EFS;cald;norte;4;SI;1;0;1;1.98;1.32;-1.910949707;-0.387763242;196;116;80;34.57;432.5;3;34.78;24;1045.49;3.5;0.5;EF_JQ56McR9
2;H;B;2015;2017;ER-9-17;R6U;ER;ER;rapalobos;rapalobos;2;SI;1;0;0;2.12;1.32;-3.232740274;-0.387763242;246;161;118;33.75;417.5;0;38.59;20;3302.15;4.8;-2.8;EF_vm5MBgmi
2;H;B;2015;2019;ER-13-19;R6U;ER;ER;rapalobos;norte;4;SI;1;0;0;1.98;1.32;-1.910949707;-0.387763242;246;161;118;33.75;417.5;0;38.59;20;3302.15;4.8;-0.8;EF_vm5MBgmi
1;H;B;2015;2020;ER-15-20;Ro6U;ER;ER;rapalobos;rapalobos;5;SI;1;0;0;1.83;1.32;-1.075666206;-0.387763242;246;161;118;33.75;417.5;0;38.59;20;3302.15;4.8;0.2;EF_vm5MBgmi
1;H;B;2015;2021;ER-12-21;R6U;ER;ER;rapalobos;norte;6;SI;1;0;0;1.05;1.32;-0.074727389;-0.387763242;246;161;118;33.75;417.5;0;38.59;20;3302.15;4.8;1.2;EF_vm5MBgmi
1;H;B;2015;2022;ER-25-22;R6U;ER;ER;rapalobos;rapalobos;7;SI;1;0;0;1.17;1.32;0.251126434;-0.387763242;246;161;118;33.75;417.5;0;38.59;20;3302.15;4.8;2.2;EF_vm5MBgmi
3;H;B;2016;2019;EN-17-19;B88;EN;EN;norte;norte;3;SI;1;0;0;1.98;2.11;-1.910949707;-2.954813904;144;68;50;35.88;290;0;22.29;14;1804.39;4;-1;EF_dKnekomS
0;H;B;2016;2021;EN-32-21;B88;EN;EN;norte;norte;5;NO;0;0;0;1.05;2.11;-0.074727389;-2.954813904;144;68;50;35.88;290;0;22.29;14;1804.39;4;1;EF_dKnekomS
2;M;N;2016;2019;EN-6-19;B8J;EN;EN;norte;norte;3;SI;1;1;1;1.98;2.11;-1.910949707;-2.954813904;106;34;20;33.06;305;1;16.28;19;322.36;5;-2;EF_M3QkaKTp
2;M;N;2016;2020;EN-15-20;Bl8J;EN;EN;norte;norte;4;SI;1;1;1;1.83;2.11;-1.075666206;-2.954813904;106;34;20;33.06;305;1;16.28;19;322.36;5;-1;EF_M3QkaKTp
2;M;N;2016;2021;EN-15-21;B8J;EN;EN;norte;norte;5;SI;1;1;1;1.05;2.11;-0.074727389;-2.954813904;106;34;20;33.06;305;1;16.28;19;322.36;5;0;EF_M3QkaKTp
0;M;N;2016;2022;EN-6-22;B8J;EN;EN;norte;norte;6;NO;0;1;1;1.17;2.11;0.251126434;-2.954813904;106;34;20;33.06;305;1;16.28;19;322.36;5;1;EF_M3QkaKTp
0;M;N;2016;2023;EN-14-23;B8J;EN;EN;norte;norte;7;NO;0;1;1;NA;2.11;NA;-2.954813904;106;34;20;33.06;305;1;16.28;19;322.36;5;2;EF_M3QkaKTp
2;M;B;2016;2019;ECI-9-19;BMA;ECI;ECI;cald;norte;3;SI;1;1;0;1.98;2.11;-1.910949707;-2.954813904;173;90;73;34.09;410;1;26.74;20;897.43;5;-2;EF_rYoeEcw5
0;M;B;2016;2021;ECI-2-21;BlMA;ECI;ECI;cald;norte;5;NO;0;1;0;1.05;2.11;-0.074727389;-2.954813904;173;90;73;34.09;410;1;26.74;20;897.43;5;0;EF_rYoeEcw5
0;M;B;2016;2023;ECI-4-23;BMA;ECI;ECI;cald;norte;7;NO;0;1;0;NA;2.11;NA;-2.954813904;173;90;73;34.09;410;1;26.74;20;897.43;5;2;EF_rYoeEcw5
0;M;B;2016;2021;EN-32-21;BLMC;EN;EN;norte;norte;5;NO;0;1;0;1.05;2.11;-0.074727389;-2.954813904;148;84;60;33.8;317.5;1;22.68;22;614.42;6;-1;EF_oYkka4gq
1;M;B;2016;2022;EN-32-22;BLMC;EN;EN;norte;norte;6;SI;1;1;0;1.17;2.11;0.251126434;-2.954813904;148;84;60;33.8;317.5;1;22.68;22;614.42;6;0;EF_oYkka4gq
2;M;B;2016;2023;EN-4-23;BLMC;EN;EN;norte;norte;7;SI;1;1;0;NA;2.11;NA;-2.954813904;148;84;60;33.8;317.5;1;22.68;22;614.42;6;1;EF_oYkka4gq
1;H;N;2016;2018;ER-20-18;BMN;ER;ER;rapalobos;norte;2;SI;1;0;1;1.53;2.11;-1.85072484;-2.954813904;186;105;83;34.22;462.5;7;28.85;21;2539.72;4.5;-2.5;EF_srGf85pm
2;H;N;2016;2019;ER-20-19;BMN;ER;ER;rapalobos;norte;3;SI;1;0;1;1.98;2.11;-1.910949707;-2.954813904;186;105;83;34.22;462.5;7;28.85;21;2539.72;4.5;-1.5;EF_srGf85pm
2;H;N;2016;2020;ER-20-20;BMN;ER;ER;rapalobos;norte;4;SI;1;0;1;1.83;2.11;-1.075666206;-2.954813904;186;105;83;34.22;462.5;7;28.85;21;2539.72;4.5;-0.5;EF_srGf85pm
1;H;N;2016;2021;ER-20-21;BlMN;ER;ER;rapalobos;norte;5;SI;1;0;1;1.05;2.11;-0.074727389;-2.954813904;186;105;83;34.22;462.5;7;28.85;21;2539.72;4.5;0.5;EF_srGf85pm
2;H;N;2016;2022;ER-20-22;BMN;ER;ER;rapalobos;norte;6;SI;1;0;1;1.17;2.11;0.251126434;-2.954813904;186;105;83;34.22;462.5;7;28.85;21;2539.72;4.5;1.5;EF_srGf85pm
1;H;N;2016;2023;ER-20-23;BMN;ER;ER;rapalobos;norte;7;SI;1;0;1;NA;2.11;NA;-2.954813904;186;105;83;34.22;462.5;7;28.85;21;2539.72;4.5;2.5;EF_srGf85pm
2;H;B;2016;2019;EN-22-19;BMR;EN;EN;norte;norte;3;SI;1;0;0;1.98;2.11;-1.910949707;-2.954813904;197;124;91;34.23;470;3;36.33;20;2434.98;5;-2;EF_SzhsPth7
2;H;B;2016;2020;EN-1-20;BlMR;EN;EN;norte;norte;4;SI;1;0;0;1.83;2.11;-1.075666206;-2.954813904;197;124;91;34.23;470;3;36.33;20;2434.98;5;-1;EF_SzhsPth7
2;H;B;2016;2022;EN-30-22;BMR;EN;EN;norte;norte;6;SI;1;0;0;1.17;2.11;0.251126434;-2.954813904;197;124;91;34.23;470;3;36.33;20;2434.98;5;1;EF_SzhsPth7
2;H;B;2016;2023;EN-5-23;BMR;EN;EN;norte;norte;7;SI;1;0;0;NA;2.11;NA;-2.954813904;197;124;91;34.23;470;3;36.33;20;2434.98;5;2;EF_SzhsPth7
1;M;B;2016;2021;EVM-1-21;BMT;EVM;EVM;cald;norte;5;SI;1;1;0;1.05;2.11;-0.074727389;-2.954813904;188;102;87;35.29;412.5;3;29.17;20;1739.17;5;0;EF_cKtGuAa8
2;H;B;2016;2020;EN-25-20;BlN4;EN;EN;norte;norte;4;SI;1;0;0;1.83;2.11;-1.075666206;-2.954813904;236;163;123;36.04;510;6;36.96;13;2207.33;4.5;-0.5;EF_dUEsxiWS
